Problem,Order,High,Phigh,Low,Medium,Choice
19.0,43.0,-6.5,0.9,-17.5,-8.4,1.0
13.0,44.0,-2.0,0.05,-10.4,-9.4,1.0
17.0,45.0,-9.7,0.1,-24.7,-23.8,1.0
20.0,46.0,-4.3,0.6,-16.1,-4.5,0.0
31.0,47.0,6.7,0.95,-1.8,6.4,0.0
1.0,48.0,-0.3,0.96,-2.1,-0.3,0.0
53.0,49.0,25.7,0.1,8.1,11.5,0.0
41.0,50.0,18.8,0.8,7.6,15.5,0.0
2.0,51.0,-0.9,0.95,-4.2,-1.0,0.0
43.0,52.0,22.9,0.06,9.6,9.2,1.0
7.0,53.0,-5.6,0.7,-20.2,-11.7,1.0
59.0,54.0,10.1,0.3,4.2,6.0,1.0
18.0,55.0,-4.0,0.2,-9.3,-8.1,1.0
23.0,56.0,7.3,0.8,-3.6,5.6,0.0
30.0,57.0,3.0,0.91,-7.7,1.4,0.0
50.0,58.0,5.8,0.04,2.7,2.8,1.0
21.0,59.0,2.0,0.1,-5.7,-4.6,1.0
51.0,60.0,13.1,0.94,3.8,12.8,0.0
17.1,,,,,,
43.0,1.0,22.9,0.06,9.6,9.2,0.0
39.0,2.0,7.4,0.3,-8.2,-6.9,1.0
1.0,3.0,-0.3,0.96,-2.1,-0.3,0.0
2.0,4.0,-0.9,0.95,-4.2,-1.0,0.0
52.0,5.0,3.5,0.09,0.1,0.5,0.0
49.0,6.0,13.4,0.5,3.8,9.9,0.0
8.0,7.0,-0.7,0.1,-6.5,-6.0,1.0
22.0,8.0,9.6,0.91,-6.4,8.7,0.0
32.0,9.0,6.7,0.93,-5.0,5.6,0.0
47.0,10.0,24.3,0.04,9.7,10.6,1.0
46.0,11.0,17.1,0.1,6.9,8.0,0.0
17.0,12.0,-9.7,0.1,-24.7,-23.8,1.0
16.0,13.0,-7.1,0.07,-19.6,-18.7,0.0
50.0,14.0,5.8,0.04,2.7,2.8,1.0
29.0,15.0,7.9,0.92,-2.3,7.0,0.0
34.0,16.0,1.3,0.05,-4.3,-4.1,1.0
55.0,17.0,11.4,0.97,1.9,11.0,0.0
15.0,18.0,-8.9,0.08,-26.3,-25.4,0.0
45.0,19.0,2.8,0.8,1.0,2.2,0.0
23.0,20.0,7.3,0.8,-3.6,5.6,0.0
4.0,21.0,-10.0,0.2,-29.2,-25.6,0.0
44.0,22.0,10.0,0.96,1.7,9.9,0.0
6.0,23.0,-6.3,0.99,-15.7,-6.4,1.0
31.0,24.0,6.7,0.95,-1.8,6.4,0.0
60.0,25.0,8.0,0.92,0.8,7.7,0.0
10.0,26.0,-1.5,0.92,-6.4,-1.8,0.0
21.0,27.0,2.0,0.1,-5.7,-4.6,0.0
38.0,28.0,6.7,0.07,-6.2,-5.1,0.0
56.0,29.0,26.5,0.94,8.3,25.2,0.0
51.0,30.0,13.1,0.94,3.8,12.8,0.0
30.0,31.0,3.0,0.91,-7.7,1.4,0.0
7.0,32.0,-5.6,0.7,-20.2,-11.7,0.0
48.0,33.0,18.2,0.98,6.9,18.1,0.0
58.0,34.0,20.8,0.99,8.9,20.7,0.0
19.0,35.0,-6.5,0.9,-17.5,-8.4,0.0
14.0,36.0,-8.8,0.6,-19.5,-15.5,0.0
36.0,37.0,5.0,0.08,-9.1,-7.9,0.0
53.0,38.0,25.7,0.1,8.1,11.5,0.0
11.0,39.0,-1.2,0.02,-12.3,-12.1,1.0
27.0,40.0,1.6,0.93,-8.3,1.2,0.0
3.0,41.0,-6.3,0.3,-15.2,-12.2,0.0
59.0,42.0,10.1,0.3,4.2,6.0,0.0
33.0,43.0,7.3,0.96,-8.5,6.8,0.0
41.0,44.0,18.8,0.8,7.6,15.5,0.0
18.0,45.0,-4.0,0.2,-9.3,-8.1,1.0
9.0,46.0,-5.7,0.95,-16.3,-6.1,0.0
42.0,47.0,17.9,0.92,7.2,17.1,0.0
24.0,48.0,9.2,0.05,-9.5,-7.5,0.0
5.0,49.0,-1.7,0.9,-3.9,-1.9,0.0
25.0,50.0,7.4,0.02,-6.6,-6.4,0.0
28.0,51.0,5.9,0.8,-0.8,4.6,0.0
26.0,52.0,6.4,0.05,-5.3,-4.9,1.0
12.0,53.0,-5.4,0.94,-16.8,-6.4,0.0
20.0,54.0,-4.3,0.6,-16.1,-4.5,0.0
35.0,55.0,3.0,0.93,-7.2,2.2,0.0
37.0,56.0,2.1,0.8,-8.4,1.3,0.0
54.0,57.0,16.5,0.01,6.9,7.0,1.0
13.0,58.0,-2.0,0.05,-10.4,-9.4,0.0
40.0,59.0,6.0,0.98,-1.3,5.9,0.0
57.0,60.0,11.5,0.6,3.7,7.9,0.0
1.2,,,,,,
15.0,1.0,-8.9,0.08,-26.3,-25.4,0.0
28.0,2.0,5.9,0.8,-0.8,4.6,0.0
41.0,3.0,18.8,0.8,7.6,15.5,1.0
55.0,4.0,11.4,0.97,1.9,11.0,0.0
16.0,5.0,-7.1,0.07,-19.6,-18.7,0.0
36.0,6.0,5.0,0.08,-9.1,-7.9,0.0
25.0,7.0,7.4,0.02,-6.6,-6.4,1.0
19.0,8.0,-6.5,0.9,-17.5,-8.4,1.0
4.0,9.0,-10.0,0.2,-29.2,-25.6,1.0
35.0,10.0,3.0,0.93,-7.2,2.2,0.0
14.0,11.0,-8.8,0.6,-19.5,-15.5,0.0
1.0,12.0,-0.3,0.96,-2.1,-0.3,0.0
5.0,13.0,-1.7,0.9,-3.9,-1.9,0.0
56.0,14.0,26.5,0.94,8.3,25.2,0.0
30.0,15.0,3.0,0.91,-7.7,1.4,0.0
12.0,16.0,-5.4,0.94,-16.8,-6.4,0.0
9.0,17.0,-5.7,0.95,-16.3,-6.1,0.0
7.0,18.0,-5.6,0.7,-20.2,-11.7,1.0
43.0,19.0,22.9,0.06,9.6,9.2,1.0
24.0,20.0,9.2,0.05,-9.5,-7.5,0.0
33.0,21.0,7.3,0.96,-8.5,6.8,0.0
46.0,22.0,17.1,0.1,6.9,8.0,0.0
48.0,23.0,18.2,0.98,6.9,18.1,0.0
49.0,24.0,13.4,0.5,3.8,9.9,0.0
58.0,25.0,20.8,0.99,8.9,20.7,0.0
45.0,26.0,2.8,0.8,1.0,2.2,0.0
20.0,27.0,-4.3,0.6,-16.1,-4.5,0.0
17.0,28.0,-9.7,0.1,-24.7,-23.8,1.0
38.0,29.0,6.7,0.07,-6.2,-5.1,0.0
37.0,30.0,2.1,0.8,-8.4,1.3,0.0
54.0,31.0,16.5,0.01,6.9,7.0,1.0
31.0,32.0,6.7,0.95,-1.8,6.4,0.0
42.0,33.0,17.9,0.92,7.2,17.1,0.0
2.0,34.0,-0.9,0.95,-4.2,-1.0,0.0
29.0,35.0,7.9,0.92,-2.3,7.0,0.0
40.0,36.0,6.0,0.98,-1.3,5.9,0.0
44.0,37.0,10.0,0.96,1.7,9.9,0.0
10.0,38.0,-1.5,0.92,-6.4,-1.8,0.0
59.0,39.0,10.1,0.3,4.2,6.0,0.0
39.0,40.0,7.4,0.3,-8.2,-6.9,1.0
11.0,41.0,-1.2,0.02,-12.3,-12.1,0.0
57.0,42.0,11.5,0.6,3.7,7.9,0.0
26.0,43.0,6.4,0.05,-5.3,-4.9,1.0
27.0,44.0,1.6,0.93,-8.3,1.2,0.0
13.0,45.0,-2.0,0.05,-10.4,-9.4,0.0
51.0,46.0,13.1,0.94,3.8,12.8,0.0
52.0,47.0,3.5,0.09,0.1,0.5,1.0
53.0,48.0,25.7,0.1,8.1,11.5,1.0
18.0,49.0,-4.0,0.2,-9.3,-8.1,0.0
22.0,50.0,9.6,0.91,-6.4,8.7,0.0
21.0,51.0,2.0,0.1,-5.7,-4.6,0.0
3.0,52.0,-6.3,0.3,-15.2,-12.2,0.0
23.0,53.0,7.3,0.8,-3.6,5.6,0.0
32.0,54.0,6.7,0.93,-5.0,5.6,0.0
6.0,55.0,-6.3,0.99,-15.7,-6.4,0.0
8.0,56.0,-0.7,0.1,-6.5,-6.0,0.0
47.0,57.0,24.3,0.04,9.7,10.6,0.0
60.0,58.0,8.0,0.92,0.8,7.7,0.0
50.0,59.0,5.8,0.04,2.7,2.8,0.0
34.0,60.0,1.3,0.05,-4.3,-4.1,0.0
10.6,,,,,,
31.0,1.0,6.7,0.95,-1.8,6.4,1.0
17.0,2.0,-9.7,0.1,-24.7,-23.8,1.0
9.0,3.0,-5.7,0.95,-16.3,-6.1,1.0
14.0,4.0,-8.8,0.6,-19.5,-15.5,1.0
37.0,5.0,2.1,0.8,-8.4,1.3,0.0
26.0,6.0,6.4,0.05,-5.3,-4.9,1.0
24.0,7.0,9.2,0.05,-9.5,-7.5,0.0
58.0,8.0,20.8,0.99,8.9,20.7,0.0
48.0,9.0,18.2,0.98,6.9,18.1,0.0
39.0,10.0,7.4,0.3,-8.2,-6.9,1.0
45.0,11.0,2.8,0.8,1.0,2.2,0.0
13.0,12.0,-2.0,0.05,-10.4,-9.4,1.0
56.0,13.0,26.5,0.94,8.3,25.2,1.0
29.0,14.0,7.9,0.92,-2.3,7.0,0.0
5.0,15.0,-1.7,0.9,-3.9,-1.9,0.0
3.0,16.0,-6.3,0.3,-15.2,-12.2,1.0
40.0,17.0,6.0,0.98,-1.3,5.9,0.0
41.0,18.0,18.8,0.8,7.6,15.5,0.0
59.0,19.0,10.1,0.3,4.2,6.0,1.0
11.0,20.0,-1.2,0.02,-12.3,-12.1,1.0
49.0,21.0,13.4,0.5,3.8,9.9,0.0
60.0,22.0,8.0,0.92,0.8,7.7,0.0
28.0,23.0,5.9,0.8,-0.8,4.6,0.0
57.0,24.0,11.5,0.6,3.7,7.9,0.0
2.0,25.0,-0.9,0.95,-4.2,-1.0,0.0
27.0,26.0,1.6,0.93,-8.3,1.2,0.0
43.0,27.0,22.9,0.06,9.6,9.2,1.0
19.0,28.0,-6.5,0.9,-17.5,-8.4,1.0
30.0,29.0,3.0,0.91,-7.7,1.4,0.0
46.0,30.0,17.1,0.1,6.9,8.0,1.0
32.0,31.0,6.7,0.93,-5.0,5.6,0.0
15.0,32.0,-8.9,0.08,-26.3,-25.4,1.0
54.0,33.0,16.5,0.01,6.9,7.0,1.0
6.0,34.0,-6.3,0.99,-15.7,-6.4,0.0
55.0,35.0,11.4,0.97,1.9,11.0,0.0
34.0,36.0,1.3,0.05,-4.3,-4.1,1.0
8.0,37.0,-0.7,0.1,-6.5,-6.0,1.0
20.0,38.0,-4.3,0.6,-16.1,-4.5,0.0
10.0,39.0,-1.5,0.92,-6.4,-1.8,0.0
16.0,40.0,-7.1,0.07,-19.6,-18.7,1.0
35.0,41.0,3.0,0.93,-7.2,2.2,0.0
47.0,42.0,24.3,0.04,9.7,10.6,1.0
53.0,43.0,25.7,0.1,8.1,11.5,0.0
21.0,44.0,2.0,0.1,-5.7,-4.6,1.0
25.0,45.0,7.4,0.02,-6.6,-6.4,1.0
33.0,46.0,7.3,0.96,-8.5,6.8,0.0
1.0,47.0,-0.3,0.96,-2.1,-0.3,0.0
18.0,48.0,-4.0,0.2,-9.3,-8.1,1.0
50.0,49.0,5.8,0.04,2.7,2.8,1.0
51.0,50.0,13.1,0.94,3.8,12.8,0.0
42.0,51.0,17.9,0.92,7.2,17.1,0.0
36.0,52.0,5.0,0.08,-9.1,-7.9,1.0
23.0,53.0,7.3,0.8,-3.6,5.6,0.0
38.0,54.0,6.7,0.07,-6.2,-5.1,0.0
12.0,55.0,-5.4,0.94,-16.8,-6.4,0.0
52.0,56.0,3.5,0.09,0.1,0.5,0.0
4.0,57.0,-10.0,0.2,-29.2,-25.6,1.0
7.0,58.0,-5.6,0.7,-20.2,-11.7,1.0
44.0,59.0,10.0,0.96,1.7,9.9,0.0
22.0,60.0,9.6,0.91,-6.4,8.7,0.0
-4.3,,,,,,
10.0,1.0,-1.5,0.92,-6.4,-1.8,0.0
17.0,2.0,-9.7,0.1,-24.7,-23.8,1.0
24.0,3.0,9.2,0.05,-9.5,-7.5,0.0
53.0,4.0,25.7,0.1,8.1,11.5,0.0
47.0,5.0,24.3,0.04,9.7,10.6,0.0
51.0,6.0,13.1,0.94,3.8,12.8,1.0
55.0,7.0,11.4,0.97,1.9,11.0,0.0
52.0,8.0,3.5,0.09,0.1,0.5,0.0
42.0,9.0,17.9,0.92,7.2,17.1,0.0
9.0,10.0,-5.7,0.95,-16.3,-6.1,0.0
44.0,11.0,10.0,0.96,1.7,9.9,0.0
60.0,12.0,8.0,0.92,0.8,7.7,0.0
54.0,13.0,16.5,0.01,6.9,7.0,1.0
39.0,14.0,7.4,0.3,-8.2,-6.9,1.0
22.0,15.0,9.6,0.91,-6.4,8.7,0.0
46.0,16.0,17.1,0.1,6.9,8.0,1.0
20.0,17.0,-4.3,0.6,-16.1,-4.5,0.0
5.0,18.0,-1.7,0.9,-3.9,-1.9,1.0
27.0,19.0,1.6,0.93,-8.3,1.2,0.0
26.0,20.0,6.4,0.05,-5.3,-4.9,0.0
32.0,21.0,6.7,0.93,-5.0,5.6,0.0
48.0,22.0,18.2,0.98,6.9,18.1,0.0
1.0,23.0,-0.3,0.96,-2.1,-0.3,0.0
16.0,24.0,-7.1,0.07,-19.6,-18.7,0.0
34.0,25.0,1.3,0.05,-4.3,-4.1,0.0
28.0,26.0,5.9,0.8,-0.8,4.6,0.0
15.0,27.0,-8.9,0.08,-26.3,-25.4,0.0
33.0,28.0,7.3,0.96,-8.5,6.8,0.0
57.0,29.0,11.5,0.6,3.7,7.9,1.0
31.0,30.0,6.7,0.95,-1.8,6.4,0.0
2.0,31.0,-0.9,0.95,-4.2,-1.0,0.0
6.0,32.0,-6.3,0.99,-15.7,-6.4,0.0
18.0,33.0,-4.0,0.2,-9.3,-8.1,1.0
30.0,34.0,3.0,0.91,-7.7,1.4,0.0
29.0,35.0,7.9,0.92,-2.3,7.0,1.0
59.0,36.0,10.1,0.3,4.2,6.0,1.0
40.0,37.0,6.0,0.98,-1.3,5.9,0.0
45.0,38.0,2.8,0.8,1.0,2.2,1.0
23.0,39.0,7.3,0.8,-3.6,5.6,0.0
8.0,40.0,-0.7,0.1,-6.5,-6.0,0.0
36.0,41.0,5.0,0.08,-9.1,-7.9,0.0
14.0,42.0,-8.8,0.6,-19.5,-15.5,1.0
38.0,43.0,6.7,0.07,-6.2,-5.1,1.0
13.0,44.0,-2.0,0.05,-10.4,-9.4,0.0
4.0,45.0,-10.0,0.2,-29.2,-25.6,1.0
12.0,46.0,-5.4,0.94,-16.8,-6.4,0.0
37.0,47.0,2.1,0.8,-8.4,1.3,0.0
19.0,48.0,-6.5,0.9,-17.5,-8.4,1.0
7.0,49.0,-5.6,0.7,-20.2,-11.7,0.0
50.0,50.0,5.8,0.04,2.7,2.8,1.0
41.0,51.0,18.8,0.8,7.6,15.5,1.0
43.0,52.0,22.9,0.06,9.6,9.2,1.0
3.0,53.0,-6.3,0.3,-15.2,-12.2,0.0
11.0,54.0,-1.2,0.02,-12.3,-12.1,1.0
35.0,55.0,3.0,0.93,-7.2,2.2,0.0
21.0,56.0,2.0,0.1,-5.7,-4.6,0.0
58.0,57.0,20.8,0.99,8.9,20.7,0.0
25.0,58.0,7.4,0.02,-6.6,-6.4,1.0
56.0,59.0,26.5,0.94,8.3,25.2,0.0
49.0,60.0,13.4,0.5,3.8,9.9,0.0
1.2,,,,,,
