Problem,Order,High,Phigh,Low,Medium,Choice
21.0,42.0,1.8,0.6,-4.1,1.7,0.0
29.0,43.0,5.0,0.4,-6.9,-3.8,1.0
40.0,44.0,5.0,0.9,-3.8,4.1,0.0
51.0,45.0,19.1,0.03,4.8,5.2,1.0
3.0,46.0,-2.0,0.1,-11.2,-9.5,1.0
36.0,47.0,2.9,0.98,-9.4,2.9,0.0
30.0,48.0,2.1,0.06,-9.4,-8.4,1.0
53.0,49.0,6.8,0.9,3.0,6.7,1.0
42.0,50.0,5.2,0.5,1.4,5.1,0.0
34.0,51.0,2.5,0.96,-2.0,2.3,0.0
23.0,52.0,5.5,0.06,-3.4,-2.6,1.0
49.0,53.0,18.9,0.9,6.7,17.7,0.0
27.0,54.0,9.4,0.95,-6.3,8.5,0.0
2.0,55.0,-2.2,0.09,-9.6,-8.7,1.0
13.0,56.0,-1.8,0.93,-6.7,-2.0,1.0
1.0,57.0,-8.7,0.06,-22.8,-21.4,1.0
25.0,58.0,3.0,0.2,-1.3,-0.1,1.0
38.0,59.0,7.8,0.99,-9.3,7.6,0.0
15.0,60.0,-3.3,0.97,-10.5,-3.2,0.0
-1.8,,,,,,
58.0,1.0,21.9,0.5,8.1,12.6,1.0
50.0,2.0,12.8,0.04,4.7,4.9,0.0
28.0,3.0,3.3,0.91,-3.5,2.7,1.0
15.0,4.0,-3.3,0.97,-10.5,-3.2,0.0
2.0,5.0,-2.2,0.09,-9.6,-8.7,0.0
38.0,6.0,7.8,0.99,-9.3,7.6,1.0
18.0,7.0,-1.4,0.93,-4.7,-1.7,1.0
41.0,8.0,20.1,0.95,6.5,19.6,0.0
51.0,9.0,19.1,0.03,4.8,5.2,0.0
53.0,10.0,6.8,0.9,3.0,6.7,0.0
1.0,11.0,-8.7,0.06,-22.8,-21.4,0.0
11.0,12.0,-5.8,0.97,-16.4,-6.6,1.0
14.0,13.0,-6.4,0.2,-22.4,-18.0,0.0
32.0,14.0,9.9,0.05,-8.7,-7.6,0.0
26.0,15.0,8.9,0.1,-1.4,-0.9,0.0
35.0,16.0,9.2,0.91,-0.7,8.2,1.0
36.0,17.0,2.9,0.98,-9.4,2.9,0.0
49.0,18.0,18.9,0.9,6.7,17.7,0.0
23.0,19.0,5.5,0.06,-3.4,-2.6,0.0
54.0,20.0,22.6,0.3,9.2,11.0,0.0
44.0,21.0,20.7,0.9,9.1,19.8,1.0
31.0,22.0,0.9,0.2,-5.0,-5.3,1.0
33.0,23.0,7.7,0.02,-3.1,-3.0,1.0
5.0,24.0,-0.9,0.07,-4.8,-4.7,1.0
30.0,25.0,2.1,0.06,-9.4,-8.4,0.0
47.0,26.0,23.4,0.93,7.6,22.1,1.0
59.0,27.0,27.5,0.7,9.2,21.9,1.0
6.0,28.0,-4.7,0.91,-18.1,-6.8,0.0
9.0,29.0,-5.6,0.1,-19.4,-18.1,0.0
17.0,30.0,-2.2,0.92,-11.5,-3.4,0.0
34.0,31.0,2.5,0.96,-2.0,2.3,1.0
21.0,32.0,1.8,0.6,-4.1,1.7,0.0
4.0,33.0,-1.4,0.02,-9.1,-9.0,1.0
45.0,34.0,8.4,0.07,1.2,1.6,1.0
37.0,35.0,2.9,0.05,-6.5,-5.7,0.0
10.0,36.0,-2.5,0.6,-5.5,-3.6,1.0
22.0,37.0,9.0,0.97,-6.7,9.1,0.0
19.0,38.0,-8.6,0.1,-26.5,-26.3,0.0
16.0,39.0,-9.5,0.1,-24.5,-23.5,0.0
52.0,40.0,12.3,0.91,1.3,12.1,0.0
27.0,41.0,9.4,0.95,-6.3,8.5,1.0
39.0,42.0,6.5,0.8,-4.8,6.2,0.0
48.0,43.0,17.2,0.09,5.0,5.9,1.0
24.0,44.0,1.0,0.93,-7.1,0.6,0.0
3.0,45.0,-2.0,0.1,-11.2,-9.5,0.0
25.0,46.0,3.0,0.2,-1.3,-0.1,0.0
60.0,47.0,4.4,0.2,0.7,1.1,0.0
55.0,48.0,6.4,0.09,0.5,1.5,0.0
56.0,49.0,15.3,0.06,5.9,7.1,0.0
40.0,50.0,5.0,0.9,-3.8,4.1,0.0
8.0,51.0,-5.7,0.96,-20.6,-6.4,0.0
29.0,52.0,5.0,0.4,-6.9,-3.8,0.0
43.0,53.0,12.0,0.5,2.4,9.0,0.0
42.0,54.0,5.2,0.5,1.4,5.1,0.0
57.0,55.0,5.3,0.9,1.5,4.7,0.0
7.0,56.0,-9.7,0.06,-24.8,-24.2,1.0
46.0,57.0,22.6,0.4,7.2,12.4,1.0
12.0,58.0,-7.2,0.05,-16.1,-15.6,1.0
20.0,59.0,-6.9,0.06,-20.5,-20.3,1.0
13.0,60.0,-1.8,0.93,-6.7,-2.0,0.0
7.1,,,,,,
41.0,1.0,20.1,0.95,6.5,19.6,0.0
56.0,2.0,15.3,0.06,5.9,7.1,0.0
26.0,3.0,8.9,0.1,-1.4,-0.9,1.0
8.0,4.0,-5.7,0.96,-20.6,-6.4,0.0
27.0,5.0,9.4,0.95,-6.3,8.5,0.0
50.0,6.0,12.8,0.04,4.7,4.9,1.0
47.0,7.0,23.4,0.93,7.6,22.1,0.0
55.0,8.0,6.4,0.09,0.5,1.5,1.0
18.0,9.0,-1.4,0.93,-4.7,-1.7,0.0
43.0,10.0,12.0,0.5,2.4,9.0,0.0
9.0,11.0,-5.6,0.1,-19.4,-18.1,1.0
53.0,12.0,6.8,0.9,3.0,6.7,0.0
21.0,13.0,1.8,0.6,-4.1,1.7,0.0
33.0,14.0,7.7,0.02,-3.1,-3.0,1.0
15.0,15.0,-3.3,0.97,-10.5,-3.2,0.0
10.0,16.0,-2.5,0.6,-5.5,-3.6,1.0
11.0,17.0,-5.8,0.97,-16.4,-6.6,0.0
23.0,18.0,5.5,0.06,-3.4,-2.6,1.0
22.0,19.0,9.0,0.97,-6.7,9.1,0.0
28.0,20.0,3.3,0.91,-3.5,2.7,0.0
46.0,21.0,22.6,0.4,7.2,12.4,1.0
59.0,22.0,27.5,0.7,9.2,21.9,0.0
14.0,23.0,-6.4,0.2,-22.4,-18.0,1.0
49.0,24.0,18.9,0.9,6.7,17.7,0.0
16.0,25.0,-9.5,0.1,-24.5,-23.5,1.0
1.0,26.0,-8.7,0.06,-22.8,-21.4,1.0
5.0,27.0,-0.9,0.07,-4.8,-4.7,1.0
52.0,28.0,12.3,0.91,1.3,12.1,0.0
39.0,29.0,6.5,0.8,-4.8,6.2,0.0
19.0,30.0,-8.6,0.1,-26.5,-26.3,1.0
20.0,31.0,-6.9,0.06,-20.5,-20.3,1.0
29.0,32.0,5.0,0.4,-6.9,-3.8,1.0
37.0,33.0,2.9,0.05,-6.5,-5.7,1.0
57.0,34.0,5.3,0.9,1.5,4.7,0.0
44.0,35.0,20.7,0.9,9.1,19.8,0.0
4.0,36.0,-1.4,0.02,-9.1,-9.0,1.0
40.0,37.0,5.0,0.9,-3.8,4.1,0.0
35.0,38.0,9.2,0.91,-0.7,8.2,0.0
34.0,39.0,2.5,0.96,-2.0,2.3,0.0
58.0,40.0,21.9,0.5,8.1,12.6,1.0
17.0,41.0,-2.2,0.92,-11.5,-3.4,0.0
32.0,42.0,9.9,0.05,-8.7,-7.6,1.0
2.0,43.0,-2.2,0.09,-9.6,-8.7,1.0
25.0,44.0,3.0,0.2,-1.3,-0.1,1.0
6.0,45.0,-4.7,0.91,-18.1,-6.8,0.0
42.0,46.0,5.2,0.5,1.4,5.1,0.0
3.0,47.0,-2.0,0.1,-11.2,-9.5,1.0
38.0,48.0,7.8,0.99,-9.3,7.6,0.0
13.0,49.0,-1.8,0.93,-6.7,-2.0,0.0
54.0,50.0,22.6,0.3,9.2,11.0,1.0
48.0,51.0,17.2,0.09,5.0,5.9,1.0
12.0,52.0,-7.2,0.05,-16.1,-15.6,1.0
30.0,53.0,2.1,0.06,-9.4,-8.4,1.0
31.0,54.0,0.9,0.2,-5.0,-5.3,1.0
7.0,55.0,-9.7,0.06,-24.8,-24.2,1.0
51.0,56.0,19.1,0.03,4.8,5.2,1.0
24.0,57.0,1.0,0.93,-7.1,0.6,0.0
60.0,58.0,4.4,0.2,0.7,1.1,1.0
45.0,59.0,8.4,0.07,1.2,1.6,1.0
36.0,60.0,2.9,0.98,-9.4,2.9,0.0
21.9,,,,,,
47.0,1.0,23.4,0.93,7.6,22.1,0.0
49.0,2.0,18.9,0.9,6.7,17.7,0.0
7.0,3.0,-9.7,0.06,-24.8,-24.2,1.0
46.0,4.0,22.6,0.4,7.2,12.4,1.0
16.0,5.0,-9.5,0.1,-24.5,-23.5,1.0
32.0,6.0,9.9,0.05,-8.7,-7.6,0.0
12.0,7.0,-7.2,0.05,-16.1,-15.6,1.0
20.0,8.0,-6.9,0.06,-20.5,-20.3,1.0
41.0,9.0,20.1,0.95,6.5,19.6,0.0
19.0,10.0,-8.6,0.1,-26.5,-26.3,1.0
8.0,11.0,-5.7,0.96,-20.6,-6.4,1.0
40.0,12.0,5.0,0.9,-3.8,4.1,0.0
24.0,13.0,1.0,0.93,-7.1,0.6,0.0
29.0,14.0,5.0,0.4,-6.9,-3.8,1.0
38.0,15.0,7.8,0.99,-9.3,7.6,1.0
33.0,16.0,7.7,0.02,-3.1,-3.0,0.0
34.0,17.0,2.5,0.96,-2.0,2.3,0.0
35.0,18.0,9.2,0.91,-0.7,8.2,0.0
14.0,19.0,-6.4,0.2,-22.4,-18.0,0.0
23.0,20.0,5.5,0.06,-3.4,-2.6,0.0
30.0,21.0,2.1,0.06,-9.4,-8.4,0.0
4.0,22.0,-1.4,0.02,-9.1,-9.0,1.0
43.0,23.0,12.0,0.5,2.4,9.0,0.0
11.0,24.0,-5.8,0.97,-16.4,-6.6,1.0
28.0,25.0,3.3,0.91,-3.5,2.7,1.0
31.0,26.0,0.9,0.2,-5.0,-5.3,1.0
36.0,27.0,2.9,0.98,-9.4,2.9,0.0
26.0,28.0,8.9,0.1,-1.4,-0.9,1.0
53.0,29.0,6.8,0.9,3.0,6.7,0.0
58.0,30.0,21.9,0.5,8.1,12.6,1.0
2.0,31.0,-2.2,0.09,-9.6,-8.7,1.0
25.0,32.0,3.0,0.2,-1.3,-0.1,0.0
42.0,33.0,5.2,0.5,1.4,5.1,0.0
27.0,34.0,9.4,0.95,-6.3,8.5,0.0
3.0,35.0,-2.0,0.1,-11.2,-9.5,0.0
59.0,36.0,27.5,0.7,9.2,21.9,0.0
44.0,37.0,20.7,0.9,9.1,19.8,0.0
15.0,38.0,-3.3,0.97,-10.5,-3.2,0.0
9.0,39.0,-5.6,0.1,-19.4,-18.1,1.0
57.0,40.0,5.3,0.9,1.5,4.7,0.0
54.0,41.0,22.6,0.3,9.2,11.0,1.0
5.0,42.0,-0.9,0.07,-4.8,-4.7,1.0
37.0,43.0,2.9,0.05,-6.5,-5.7,0.0
1.0,44.0,-8.7,0.06,-22.8,-21.4,1.0
22.0,45.0,9.0,0.97,-6.7,9.1,0.0
10.0,46.0,-2.5,0.6,-5.5,-3.6,0.0
39.0,47.0,6.5,0.8,-4.8,6.2,0.0
6.0,48.0,-4.7,0.91,-18.1,-6.8,0.0
50.0,49.0,12.8,0.04,4.7,4.9,1.0
52.0,50.0,12.3,0.91,1.3,12.1,0.0
45.0,51.0,8.4,0.07,1.2,1.6,1.0
51.0,52.0,19.1,0.03,4.8,5.2,1.0
56.0,53.0,15.3,0.06,5.9,7.1,0.0
17.0,54.0,-2.2,0.92,-11.5,-3.4,0.0
60.0,55.0,4.4,0.2,0.7,1.1,1.0
55.0,56.0,6.4,0.09,0.5,1.5,0.0
21.0,57.0,1.8,0.6,-4.1,1.7,0.0
13.0,58.0,-1.8,0.93,-6.7,-2.0,0.0
18.0,59.0,-1.4,0.93,-4.7,-1.7,0.0
48.0,60.0,17.2,0.09,5.0,5.9,1.0
-3.2,,,,,,
28.0,1.0,3.3,0.91,-3.5,2.7,0.0
45.0,2.0,8.4,0.07,1.2,1.6,1.0
38.0,3.0,7.8,0.99,-9.3,7.6,0.0
58.0,4.0,21.9,0.5,8.1,12.6,1.0
34.0,5.0,2.5,0.96,-2.0,2.3,0.0
26.0,6.0,8.9,0.1,-1.4,-0.9,1.0
10.0,7.0,-2.5,0.6,-5.5,-3.6,1.0
12.0,8.0,-7.2,0.05,-16.1,-15.6,0.0
33.0,9.0,7.7,0.02,-3.1,-3.0,1.0
39.0,10.0,6.5,0.8,-4.8,6.2,0.0
19.0,11.0,-8.6,0.1,-26.5,-26.3,1.0
56.0,12.0,15.3,0.06,5.9,7.1,1.0
13.0,13.0,-1.8,0.93,-6.7,-2.0,0.0
57.0,14.0,5.3,0.9,1.5,4.7,0.0
31.0,15.0,0.9,0.2,-5.0,-5.3,1.0
27.0,16.0,9.4,0.95,-6.3,8.5,0.0
5.0,17.0,-0.9,0.07,-4.8,-4.7,1.0
18.0,18.0,-1.4,0.93,-4.7,-1.7,0.0
53.0,19.0,6.8,0.9,3.0,6.7,0.0
24.0,20.0,1.0,0.93,-7.1,0.6,0.0
17.0,21.0,-2.2,0.92,-11.5,-3.4,0.0
41.0,22.0,20.1,0.95,6.5,19.6,0.0
14.0,23.0,-6.4,0.2,-22.4,-18.0,1.0
60.0,24.0,4.4,0.2,0.7,1.1,1.0
4.0,25.0,-1.4,0.02,-9.1,-9.0,1.0
30.0,26.0,2.1,0.06,-9.4,-8.4,1.0
7.0,27.0,-9.7,0.06,-24.8,-24.2,1.0
47.0,28.0,23.4,0.93,7.6,22.1,0.0
52.0,29.0,12.3,0.91,1.3,12.1,0.0
8.0,30.0,-5.7,0.96,-20.6,-6.4,0.0
15.0,31.0,-3.3,0.97,-10.5,-3.2,0.0
50.0,32.0,12.8,0.04,4.7,4.9,1.0
6.0,33.0,-4.7,0.91,-18.1,-6.8,0.0
16.0,34.0,-9.5,0.1,-24.5,-23.5,1.0
46.0,35.0,22.6,0.4,7.2,12.4,1.0
59.0,36.0,27.5,0.7,9.2,21.9,1.0
36.0,37.0,2.9,0.98,-9.4,2.9,0.0
51.0,38.0,19.1,0.03,4.8,5.2,1.0
54.0,39.0,22.6,0.3,9.2,11.0,1.0
49.0,40.0,18.9,0.9,6.7,17.7,1.0
44.0,41.0,20.7,0.9,9.1,19.8,0.0
2.0,42.0,-2.2,0.09,-9.6,-8.7,1.0
21.0,43.0,1.8,0.6,-4.1,1.7,1.0
55.0,44.0,6.4,0.09,0.5,1.5,1.0
29.0,45.0,5.0,0.4,-6.9,-3.8,1.0
20.0,46.0,-6.9,0.06,-20.5,-20.3,1.0
25.0,47.0,3.0,0.2,-1.3,-0.1,1.0
32.0,48.0,9.9,0.05,-8.7,-7.6,1.0
22.0,49.0,9.0,0.97,-6.7,9.1,0.0
48.0,50.0,17.2,0.09,5.0,5.9,1.0
35.0,51.0,9.2,0.91,-0.7,8.2,0.0
43.0,52.0,12.0,0.5,2.4,9.0,0.0
1.0,53.0,-8.7,0.06,-22.8,-21.4,1.0
11.0,54.0,-5.8,0.97,-16.4,-6.6,0.0
23.0,55.0,5.5,0.06,-3.4,-2.6,1.0
9.0,56.0,-5.6,0.1,-19.4,-18.1,1.0
3.0,57.0,-2.0,0.1,-11.2,-9.5,1.0
42.0,58.0,5.2,0.5,1.4,5.1,0.0
37.0,59.0,2.9,0.05,-6.5,-5.7,1.0
40.0,60.0,5.0,0.9,-3.8,4.1,0.0
-6.4,,,,,,
